method_id,perturbation_family,profile_auc,bootstrap_low,bootstrap_high
bodyshield,acceleration_cap_scale,0.5183779761904761,0.785,0.8304166666666667
bodyshield,action_noise_std,0.6949479166666667,0.7628125,0.8370833333333334
bodyshield,calibration_offset_mm,0.6995238095238095,0.801875,0.8477083333333333
bodyshield,camera_shift_px,0.3954166666666666,0.7620833333333333,0.8195833333333333
bodyshield,compound,0.6141666666666666,0.6141666666666666,0.6141666666666666
bodyshield,compound_train,0.6641666666666667,0.6641666666666667,0.6641666666666667
bodyshield,controller_rate_scale,0.5318055555555556,0.7683333333333332,0.8291666666666667
bodyshield,friction_surface,0.2280357142857142,0.7816666666666666,0.8145833333333333
bodyshield,gripper_limit_scale,0.5239583333333334,0.7441666666666666,0.81875
bodyshield,joint_range_scale,0.5378472222222223,0.7708333333333334,0.8337499999999999
bodyshield,latency_ms,0.6671180555555556,0.7641666666666667,0.8436458333333333
bodyshield,nominal,0.85875,0.85875,0.85875
bodyshield,obstacle_clearance_cm,0.3868749999999999,0.7366666666666667,0.8108333333333333
bodyshield,payload_g,0.4065625,0.8091666666666667,0.8170833333333334
bodyshield,physical_gripper_restriction_mm,0.3861458333333333,0.7345833333333334,0.81
bodyshield,speed_cap_scale,0.5230654761904762,0.79,0.8241666666666667
bodyshield,tool_extension_cm,0.4063541666666667,0.78875,0.8366666666666667
domain_randomization,acceleration_cap_scale,0.4953869047619047,0.7491666666666666,0.8008333333333333
domain_randomization,action_noise_std,0.6411979166666667,0.685,0.8141666666666667
domain_randomization,calibration_offset_mm,0.6149702380952381,0.6504166666666666,0.8033333333333333
domain_randomization,camera_shift_px,0.3765625,0.7308333333333333,0.7754166666666666
domain_randomization,compound,0.50375,0.50375,0.50375
domain_randomization,compound_train,0.5495833333333333,0.5495833333333333,0.5495833333333333
domain_randomization,controller_rate_scale,0.504375,0.7045833333333333,0.8116666666666666
domain_randomization,friction_surface,0.2163095238095237,0.7341666666666666,0.78
domain_randomization,gripper_limit_scale,0.4996527777777778,0.7016666666666667,0.7954166666666667
domain_randomization,joint_range_scale,0.4960416666666666,0.6858333333333334,0.7937499999999998
domain_randomization,latency_ms,0.6351388888888888,0.7281249999999999,0.8129166666666667
domain_randomization,nominal,0.84375,0.84375,0.84375
domain_randomization,obstacle_clearance_cm,0.35375,0.6575,0.7575
domain_randomization,payload_g,0.3891666666666666,0.76,0.7966666666666666
domain_randomization,physical_gripper_restriction_mm,0.3513541666666666,0.6525,0.7529166666666667
domain_randomization,speed_cap_scale,0.497827380952381,0.7333333333333333,0.8166666666666668
domain_randomization,tool_extension_cm,0.3868749999999999,0.75375,0.79375
epec,acceleration_cap_scale,0.4943154761904761,0.7383333333333333,0.7975
