trial_id,phase,task_id,robot_id,method_id,perturbation_family,level,bucket,perturbation_cost,success,failure_category,execution_time_s,path_length_m,retries,max_tracking_error,max_current_or_load,workspace_violation,latency_ms,action_noise_std,joint_range_scale,gripper_limit_scale,speed_cap_scale,acceleration_cap_scale,calibration_offset_mm,camera_shift_px,controller_rate_scale,payload_g,tool_extension_cm,physical_gripper_restriction_mm,obstacle_clearance_cm,friction_surface,verifier_confidence,notes
push_block-franka_panda-nominal-4158124720-000,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-001,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-002,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-003,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-004,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-005,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-006,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-007,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-008,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-009,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-010,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-011,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-012,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-013,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-014,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-015,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-016,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-017,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-018,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-019,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-020,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-021,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-022,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-023,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-024,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-025,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-026,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-027,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-028,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,0,,2.0,0.42,2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-029,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-030,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-031,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-032,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-033,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-034,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-035,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-036,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-037,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-038,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-039,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-040,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-041,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,0,,2.0,0.42,2,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-042,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-043,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-044,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-045,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-046,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-047,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,0,,2.0,0.42,1,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-048,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-4158124720-049,simulation,push_block,franka_panda,nominal,nominal,none,nominal,0.0,1,,2.0,0.42,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-000,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-001,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-002,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-003,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-004,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,0,tracking_error,2.1,0.42,2,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-005,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-006,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-007,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-008,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-009,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-010,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-011,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-012,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-013,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-014,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,0,tracking_error,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-015,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-016,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-017,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-018,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-019,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-020,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-021,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-022,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-023,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,0,tracking_error,2.1,0.42,1,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-024,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-025,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-026,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
push_block-franka_panda-nominal-3542302040-027,simulation,push_block,franka_panda,nominal,latency_ms,low,seen,0.1666666666666666,1,,2.1,0.42,0,0.0,0.0,0,40.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.885,CPU analytic surrogate; not hardware or MuJoCo/ManiSkill evidence.
