method_id,task_id,robot_id,bucket,perturbation_family,split,base_final_error,adapted_final_error,delta_final_error,base_progress,adapted_progress,delta_progress,base_success,adapted_success
bodyshield,push_block,franka_panda,nominal,nominal,train_seen_or_nominal,0.005252635832899209,0.009990709900345634,-0.004738074067446424,0.994524360892752,0.9895851295273771,-0.004939231365374885,True,True
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.005225155913836183,0.008474637169630575,-0.003249481255794392,0.994553007485486,0.9911655678821057,-0.0033874396033802823,True,True
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.005242307356264845,0.007127885522668764,-0.001885578166403919,0.9945351278700137,0.9925694965420114,-0.001965631328002315,True,True
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.0054143060247575855,0.005376820250377917,3.7485774379668324e-05,0.9943558269122557,0.9943949041638849,3.907725162921594e-05,True,True
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.005918860991143415,0.005777851713989881,0.0001410092771535346,0.9938298508130953,0.9939768467094471,0.0001469958963518092,True,True
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.0026318722962231406,0.0061280118911889135,-0.003496139594965773,0.9972563902526386,0.9936118203072619,-0.0036445699453766522,True,True
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.011368850806710051,0.010927298108843705,0.0004415526978663459,0.9881484789614037,0.9886087779993085,0.00046029903790478777,True,True
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.03594805021331371,0.03329185367239965,0.002656196540914056,0.9625257573836618,0.9652947240736556,0.0027689666899938237,True,True
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.009533941463159893,0.016631267583841165,-0.0070973261206812716,0.9900612902964039,0.9826626436550575,-0.007398646641346374,True,True
bodyshield,push_block,franka_panda,seen,joint_range_scale,train_seen_or_nominal,0.005546342034776749,0.009102891249043902,-0.0035565492142671526,0.9942181852475703,0.990510640962372,-0.003707544285198372,True,True
bodyshield,push_block,franka_panda,seen,joint_range_scale,train_seen_or_nominal,0.005845072083857926,0.008521018939825126,-0.0026759468559672,0.9939067724652462,0.991117216950722,-0.0027895555145242,True,True
bodyshield,push_block,franka_panda,seen,joint_range_scale,train_seen_or_nominal,0.06011594977507904,0.060175258660666385,-5.930888558734748e-05,0.9373317975908309,0.9372699707169221,-6.182687390876573e-05,True,True
bodyshield,push_block,franka_panda,seen,gripper_limit_scale,train_seen_or_nominal,0.005687084485302595,0.009745824242484494,-0.004058739757181899,0.9940714675061038,0.989840411927994,-0.004231055578109766,True,True
bodyshield,push_block,franka_panda,seen,gripper_limit_scale,train_seen_or_nominal,0.006132565845880743,0.009581801331368347,-0.0034492354854876043,0.9936070730121521,0.9900113985136177,-0.0035956744985343736,True,True
bodyshield,push_block,franka_panda,seen,gripper_limit_scale,train_seen_or_nominal,0.006589580802979954,0.009502715839747081,-0.0029131350367671274,0.993130655257086,0.9900938416192343,-0.0030368136378516875,True,True
bodyshield,push_block,franka_panda,seen,speed_cap_scale,train_seen_or_nominal,0.006037114157281467,0.004440402338238771,0.0015967118190426963,0.993706577149803,0.9953710781655778,0.0016645010157747553,True,True
bodyshield,push_block,franka_panda,seen,speed_cap_scale,train_seen_or_nominal,0.007223397122913099,0.007313610284206942,-9.021316129384244e-05,0.9924699299491366,0.992375886743081,-9.404320605566063e-05,True,True
bodyshield,push_block,franka_panda,seen,speed_cap_scale,train_seen_or_nominal,0.010248373750478223,0.012158163230327887,-0.0019097894798496638,0.989316526429962,0.9873256558851248,-0.0019908705448372643,True,True
bodyshield,push_block,franka_panda,seen,acceleration_cap_scale,train_seen_or_nominal,0.006093226998400783,0.009406671397553565,-0.0033134443991527816,0.9936480820100244,0.990193963676129,-0.0034541183338954173,True,True
bodyshield,push_block,franka_panda,seen,acceleration_cap_scale,train_seen_or_nominal,0.00715841776011811,0.009019947956236035,-0.001861530196117925,0.9925376680431914,0.9905971056540489,-0.0019405623891425305,True,True
bodyshield,push_block,franka_panda,seen,acceleration_cap_scale,train_seen_or_nominal,0.00829996068110652,0.009074931749117155,-0.0007749710680106346,0.9913476603480803,0.9905397874968146,-0.0008078728512657118,True,True
bodyshield,push_block,franka_panda,seen,calibration_offset_mm,train_seen_or_nominal,0.026016707123196887,0.018755004082360794,0.007261703040836093,0.9728787405985148,0.980448742864154,0.007570002265639197,True,True
bodyshield,push_block,franka_panda,seen,calibration_offset_mm,train_seen_or_nominal,0.05734488042093661,0.046767101300542624,0.010577779120393989,0.9402205140766383,0.9512473780858822,0.011026864009243909,True,True
bodyshield,push_block,franka_panda,seen,calibration_offset_mm,train_seen_or_nominal,0.12021535740885184,0.10322894068669108,0.016986416722160752,0.8746808396278286,0.8923884231449097,0.017707583517081127,False,True
bodyshield,push_block,franka_panda,seen,calibration_offset_mm,train_seen_or_nominal,0.21513975044940922,0.18848173697492357,0.026658013474485653,0.7757263841315734,0.8035161768653808,0.02778979273380744,False,False
bodyshield,push_block,franka_panda,heldout,camera_shift_px,heldout,0.07737840593571817,0.06321774002826197,0.014160665907456196,0.9193364552432198,0.9340983192852476,0.014761864042027728,True,True
bodyshield,push_block,franka_panda,heldout,camera_shift_px,heldout,0.15511363051771457,0.12649855675305124,0.028615073764663324,0.8383009429265492,0.8681308839213535,0.029829940994804294,False,False
bodyshield,push_block,franka_panda,seen,controller_rate_scale,train_seen_or_nominal,0.005067316626994558,0.006951818580379749,-0.0018845019533851905,0.9947175479179822,0.9927530384941592,-0.00196450942382298,True,True
bodyshield,push_block,franka_panda,seen,controller_rate_scale,train_seen_or_nominal,0.0044262413282788364,0.004973494889922176,-0.0005472535616433396,0.9953858403882792,0.9948153529037012,-0.0005704874845779973,True,True
bodyshield,push_block,franka_panda,seen,controller_rate_scale,train_seen_or_nominal,0.0033011027277135064,0.004927265986372999,-0.0016261632586594926,0.996558747309361,0.9948635444784099,-0.001695202830951148,True,True
bodyshield,push_block,franka_panda,heldout,payload_g,heldout,0.006679045661852543,0.007273982865580595,-0.000594937203728052,0.993037392123004,0.9924171965635316,-0.0006201955594724584,True,True
bodyshield,push_block,franka_panda,heldout,payload_g,heldout,0.00862758888777947,0.005888434268111125,0.002739154619668345,0.9910061225224691,0.993861569317831,0.002855446795361871,True,True
bodyshield,push_block,franka_panda,heldout,tool_extension_cm,heldout,0.006549104133055181,0.007022885858280988,-0.00047378172522580773,0.9931728503842225,0.9926789540195256,-0.0004938963646969885,True,True
bodyshield,push_block,franka_panda,heldout,tool_extension_cm,heldout,0.008142880822875362,0.005425291907746215,0.002717588915129147,0.9915114091100455,0.9943443746181249,0.0028329655080793215,True,True
bodyshield,push_block,franka_panda,heldout,physical_gripper_restriction_mm,heldout,0.006714900172924108,0.006868907683571758,-0.00015400751064764944,0.9930000153907804,0.9928394694144478,-0.00016054597633263779,True,True
bodyshield,push_block,franka_panda,heldout,physical_gripper_restriction_mm,heldout,0.00843133268165805,0.005238134427055339,0.00319319825460271,0.9912107108837158,0.9945394779630143,0.0033287670792985224,True,True
bodyshield,push_block,franka_panda,heldout,obstacle_clearance_cm,heldout,0.10482525451581011,0.09336033420521214,0.011464920310597967,0.8907243370159194,0.9026760062371115,0.011951669221192174,True,True
bodyshield,push_block,franka_panda,heldout,obstacle_clearance_cm,heldout,0.20679558786708768,0.17946417591418454,0.027331411952903145,0.7844248022984724,0.8129165829789959,0.028491780680523493,False,False
bodyshield,push_block,franka_panda,heldout,friction_surface,heldout,0.007968619194109081,0.007377712332541004,0.0005909068615680768,0.9916930691031844,0.9923090632103102,0.0006159941071257613,True,True
