method_id,task_id,robot_id,bucket,perturbation_family,split,final_frame_mse,final_centroid_error,true_final_x,true_final_y,pred_final_x,pred_final_y
bodyshield,push_block,franka_panda,nominal,nominal,train_seen_or_nominal,0.0006165799987625286,0.02831055535848551,0.9558184430566652,0.002538044257040384,0.9275082519153648,0.0023944397692662305
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.0006459470287265023,0.031150423928483974,0.9566637878627258,0.001192290010924904,0.925527306540999,0.002124192272982546
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.0006703552558145471,0.03504690670326336,0.957489315671331,-0.0001841309882248697,0.9225251229866936,0.002222297772158101
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.000596405681863996,0.04413912046698121,0.9591139548139483,-0.002990688337693011,0.9154918068579754,0.003745049432283117
bodyshield,push_block,franka_panda,seen,latency_ms,train_seen_or_nominal,0.0005210825289137869,0.05534939433364974,0.9601878873675251,-0.005853915260672536,0.9063256863698141,0.006890446503811357
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.0004210489413647197,0.042781504515666396,0.9627929056182272,0.015067922508451381,0.9203018960381218,0.010090851734654616
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.0006371590473981366,0.05198870545684137,0.96057860723708,0.0014373110176173051,0.9094536105140837,0.010874482476896027
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.0007176828587711441,0.07126128642929831,0.9200667167345471,0.0014834986374954984,0.8590212429978856,0.038247898263017346
bodyshield,push_block,franka_panda,seen,action_noise_std,train_seen_or_nominal,0.0011956284296991636,0.15792717755031851,1.0055913855371283,0.07867691209997962,0.8476642972812551,0.07850897154066971
bodyshield,push_block,franka_panda,seen,joint_range_scale,train_seen_or_nominal,0.0005424330688740238,0.035361940451994714,0.9557754812114673,0.0016508572623480122,0.9205869607799796,-0.0018469795510545578
bodyshield,push_block,franka_panda,seen,joint_range_scale,train_seen_or_nominal,0.0005021391232643249,0.042203219447784615,0.9557236438199535,0.000765927317799925,0.9139314458941462,-0.005109778962130929
bodyshield,push_block,franka_panda,seen,joint_range_scale,train_seen_or_nominal,0.0005861491453165704,0.037377805690878056,0.931496469190761,-2.2313859428594566e-05,0.8947027851864243,-0.006604500096086946
bodyshield,push_block,franka_panda,seen,gripper_limit_scale,train_seen_or_nominal,0.0006375423070820513,0.030794898578724268,0.955752089358759,0.0012317616462712024,0.9249603990272947,0.0016762669950798768
bodyshield,push_block,franka_panda,seen,gripper_limit_scale,train_seen_or_nominal,0.0006589176433782981,0.03363769123638249,0.9556658922390934,-6.93331392592948e-05,0.9220435899012638,0.0009480444788265087
bodyshield,push_block,franka_panda,seen,gripper_limit_scale,train_seen_or_nominal,0.0006147472393892449,0.03662634916687642,0.9555580094513002,-0.0013643121833656535,0.9189965877059025,0.00081557158626779
