feature,weight_l2,mean_abs_weight
pixel_269,1.1532431003393513e-09,1.7224525601667633e-11
pixel_120,9.372171711234844e-10,1.4612430142351682e-11
pixel_234,2.371633750662267e-10,3.1061935394811797e-12
pixel_50,2.2817865030236493e-10,3.4704216318310128e-12
pixel_143,1.179750089366351e-10,1.5638355393534316e-12
pixel_177,1.0366770484587821e-10,1.5695703662999388e-12
pixel_15,8.387506672641096e-11,1.1974885714554505e-12
pixel_253,8.04262356748864e-11,1.2012237391407803e-12
pixel_211,7.999529744093399e-11,9.269767483823147e-13
pixel_233,6.734357711042978e-11,1.005824813604052e-12
pixel_263,4.794769349130537e-11,6.752288132847246e-13
pixel_282,4.437023025824753e-11,6.212586635416714e-13
pixel_241,3.12025018266888e-11,4.660318315321086e-13
pixel_279,1.7265700941358028e-11,2.578756753898629e-13
pixel_152,1.386199720026682e-11,2.0987615290636392e-13
pixel_61,6.666444259016921e-12,8.845038614397008e-14
pixel_10,4.699549366217629e-12,7.703012743645886e-14
pixel_280,3.1036241704198138e-12,4.635486168917543e-14
pixel_23,3.0880863865358e-12,4.2820320299010683e-14
pixel_72,2.5122278491803513e-12,3.817521605324817e-14
pixel_38,1.7059550020932028e-12,2.29070521986392e-14
pixel_222,1.4615137284618943e-12,1.914184327466131e-14
pixel_165,1.2995859114975104e-12,1.9676247768290955e-14
pixel_132,8.313491864363858e-13,1.357930352771023e-14
pixel_3,2.053171381024651e-13,2.7396162875776523e-15
pixel_219,1.517548535329866e-13,2.266568005616217e-15
pixel_197,8.051569393613305e-14,1.2190396410930493e-15
pixel_149,5.6451751159369645e-14,8.547019730935213e-16
pixel_265,3.890725782302808e-14,5.811079099962858e-16
pixel_220,2.7278940658149427e-14,4.0743062039552996e-16
pixel_278,1.80270166114138e-14,2.692464730919425e-16
pixel_26,1.1200207641517823e-14,1.807735326026415e-16
pixel_172,1.0766210081288093e-14,1.6300470419912258e-16
pixel_229,2.2719859861427124e-15,3.393374660209642e-17
pixel_286,1.4974541834787594e-15,2.1015804342228744e-17
pixel_49,8.683726482848496e-16,1.1214262866363323e-17
pixel_178,6.4417219835465e-16,8.518718175974186e-18
pixel_275,3.813059503492119e-16,5.010046508103691e-18
pixel_184,1.611854768337036e-16,2.440412250367125e-18
pixel_218,1.584463483286686e-16,2.3665102984780835e-18
pixel_160,1.3496599085791807e-16,2.0434388007017592e-18
pixel_60,1.3372074526311597e-16,2.1504173495223557e-18
pixel_281,1.0466096500759743e-16,1.56376232575803e-18
pixel_14,9.06997169318397e-17,1.3454037828355427e-18
pixel_11,1.586603969582325e-17,2.5970488665243457e-19
pixel_179,3.74159831654384e-18,4.947987326026943e-20
pixel_153,3.0576730676142046e-18,4.629438680476503e-20
pixel_210,1.9679538304125646e-18,3.2158326103514824e-20
pixel_221,9.202950569999726e-19,1.3745512722271502e-20
pixel_37,8.278486679110567e-19,1.1745142381802903e-20
pixel_2,1.8307222724621103e-19,2.465956218181745e-21
pixel_277,3.5325479002972504e-21,5.276114643306281e-23
pixel_25,3.0362946770812426e-21,4.243685822701611e-23
pixel_252,2.957920508587757e-21,4.417867258862916e-23
pixel_48,1.5632110907530435e-21,2.0181089993925313e-23
pixel_240,1.147567324244739e-21,1.713974427104337e-23
pixel_196,4.5291168194868485e-22,6.857263065341025e-24
pixel_148,3.175487450528307e-22,4.807814343718813e-24
pixel_166,5.380150688402249e-23,8.145771416078585e-25
pixel_209,4.2461220223701904e-23,6.428797335389396e-25
pixel_217,3.10489154783136e-23,4.637379088311918e-25
pixel_13,3.478118731724099e-24,5.620604551104046e-26
pixel_287,2.5638714916946703e-24,3.386899436508601e-26
pixel_264,1.4309332630509125e-24,2.1372018599067877e-26
pixel_207,3.892314575822027e-25,5.813452077467632e-27
pixel_228,8.355922526128636e-26,1.2480171944632221e-27
pixel_208,6.996690701427651e-26,1.0450055582422449e-27
pixel_36,3.095018500677071e-26,4.330675611626927e-28
pixel_171,1.1366333330860965e-26,1.7209080897015662e-28
pixel_1,5.224220692698676e-27,7.106395400340469e-29
pixel_206,4.063942712449497e-28,6.0697910572637444e-30
pixel_183,1.7017017538811937e-28,2.5764441612366817e-30
pixel_159,1.4248917946533205e-28,2.1573428694871878e-30
pixel_154,1.2658459164904095e-28,1.9165410819735758e-30
pixel_24,3.190377111593915e-29,4.247250112286129e-31
pixel_167,1.6259488442924358e-30,2.1501973771510518e-32
pixel_276,1.2992024050649425e-31,1.9404523384898037e-33
pixel_12,8.045399309085988e-33,1.3327085029179712e-34
pixel_216,1.1419187171135398e-33,1.7055378256294124e-35
pixel_195,4.78157576254946e-34,7.23949549888178e-36
pixel_147,3.3524934567092377e-34,5.0758084796391543e-36
pixel_205,7.963642906205547e-35,1.189427408690481e-36
pixel_0,4.765729313793955e-36,6.587491727135092e-38
pixel_170,2.25217680851994e-42,3.409885295786929e-44
pixel_155,9.83526533142275e-43,1.4891419345779006e-44
pixel_194,1.9563089958121987e-43,2.921888116849972e-45
pixel_182,3.371828991406822e-44,5.1050832484410235e-46
pixel_158,2.8233451906477053e-44,4.274656951485536e-46
pixel_204,2.928872957643305e-45,4.3744826499908245e-47
pixel_146,6.642782499869115e-50,1.0057437002197387e-51
pixel_193,3.833554804878791e-50,5.7256901286775696e-52
pixel_192,1.4099068895913917e-60,2.1057974571862544e-62
pixel_169,8.37546893038428e-62,1.2680793196599167e-63
pixel_181,1.253926423932042e-63,1.8984936625271431e-65
pixel_157,1.049954862992629e-63,1.5896734372820839e-65
pixel_145,2.470339727702995e-69,3.740192635538472e-71
pixel_180,1.2738106739984332e-79,1.902527938748207e-81
pixel_168,5.845751336208402e-85,8.850700108787174e-87
pixel_156,7.328276296288178e-87,1.1095301883836057e-88
pixel_144,1.7242009831526235e-92,2.61050888954082e-94
severity=camera_shift_px,0.0,0.0
severity=payload_g,0.0,0.0
severity=tool_extension_cm,0.0,0.0
severity=physical_gripper_restriction_mm,0.0,0.0
severity=obstacle_clearance_cm,0.0,0.0
severity=joint_lock,0.0,0.0
severity=friction_surface,0.0,0.0
