feature,weight_l2,mean_abs_weight
action_y,2.4330152173353783,0.03173433280611484
action_x,2.0401474176317325,0.028184388946792142
action_norm,1.6334483437381089,0.022043917325243897
pixel_99,1.0232826223312497,0.005911372654854415
pixel_76,1.0209459514138042,0.010587900833002742
pixel_70,1.0206234981524236,0.007751848824204516
pixel_112,1.0204970835254086,0.007103417809576764
pixel_94,0.9964365293541491,0.008738662142560503
pixel_104,0.9942910184327715,0.00790581364421144
pixel_31,0.9859626368245578,0.009621232269264623
pixel_105,0.9856026443171467,0.006131698852803473
pixel_117,0.9775782826367567,0.0070955556267536446
pixel_115,0.9724534300695558,0.007644279360549489
pixel_127,0.9708953968883691,0.007957159530396638
pixel_128,0.9625557541950331,0.00782973631370503
pixel_53,0.9566305740772504,0.010571018891035858
pixel_82,0.9438040873297769,0.006596116504574476
pixel_116,0.9398561875088686,0.007404812721067577
pixel_100,0.9379630216772811,0.009383191287547115
pixel_81,0.9366173393489581,0.006848464935895783
pixel_42,0.9343463052621731,0.008339523506894011
pixel_30,0.9211123148602525,0.006100568244186788
pixel_55,0.9162999730688091,0.0098956556855974
pixel_57,0.9141871515802968,0.007101376625471152
pixel_95,0.877246132840945,0.007323108591073661
pixel_69,0.8708095177482087,0.006936410301979984
pixel_58,0.8442406610904074,0.00576981187218231
pixel_93,0.841489470744206,0.006426999724518467
pixel_111,0.8192151828524051,0.007369754967778869
pixel_89,0.8046260413270943,0.007602455739417311
pixel_43,0.7951260053000161,0.005640471394331811
pixel_92,0.7908306295810051,0.0071529150849192775
pixel_103,0.7849399391277234,0.007652378377890999
pixel_18,0.7679576883347486,0.007239320671643987
pixel_106,0.7334566985796268,0.005531165133070425
pixel_67,0.7209232600345066,0.006186325959720251
pixel_19,0.7171453126288057,0.005479725415202538
pixel_68,0.7155676064446225,0.006463057993242064
pixel_102,0.7143533700778069,0.007653219024819857
pixel_80,0.6780897689400079,0.0058271646823769875
pixel_101,0.6645627768831451,0.006628219007263914
pixel_87,0.6268025432479771,0.006598466719281467
pixel_65,0.6227889147239007,0.0065211887799228666
pixel_88,0.6136771681985951,0.006442044393038773
pixel_90,0.6105486668968695,0.006920963969267687
pixel_54,0.6044481685567477,0.006836429301819623
pixel_56,0.600317730054312,0.007319038598025924
pixel_79,0.5961518597940928,0.006124832697543042
task=rotate_object,0.571267517613973,0.008649217507777205
task=pull_ring,0.5615596011667814,0.008387296983448398
pixel_91,0.5451571822756329,0.0054397021421913085
pixel_77,0.537256902674005,0.006165544959887264
pixel_114,0.5283888160130564,0.005943797412998263
task=constrained_place,0.5277089743821507,0.00738882287193312
task=press_button,0.5070319820311456,0.006640735936863423
pixel_78,0.5018164574169433,0.005446412209838775
task=push_block,0.4997056299211876,0.005761725007204074
task=pick_place_bin,0.4941730856522771,0.006493013692776801
task=slide_track,0.49012011012175744,0.006481476331658095
pixel_66,0.48440735581852545,0.00533846214179125
task=tool_push,0.4842739087013216,0.006496214686329754
pixel_98,0.47498987776335805,0.0056021371578549375
pixel_83,0.45824511770923226,0.005164974732021682
pixel_175,0.39988726233341676,0.006054452255468521
pixel_255,0.39309172082033234,0.005871107888435042
pixel_44,0.3846007436837517,0.0049162662280527805
pixel_32,0.37162386868680697,0.003507146314900867
pixel_260,0.37004798520049237,0.005223211362154096
pixel_236,0.3549231221764778,0.004648724408397147
pixel_213,0.34995711886391767,0.004092015321562818
pixel_225,0.3497594483337473,0.004033262179219382
pixel_214,0.3480995310934751,0.004519565065548823
pixel_249,0.34593420448323736,0.004548648724894627
pixel_110,0.3398512700642271,0.0038449645512491034
pixel_238,0.33899083699981464,0.00454733696193954
pixel_41,0.2913670344406971,0.003816814879058653
pixel_71,0.2832939778287051,0.0035397182677265426
pixel_124,0.2540795244583865,0.003498533638997017
step_fraction,0.25117714201979324,0.0037343285969556545
pixel_123,0.19999754627023836,0.0028321758625683554
pixel_64,0.17570147741538725,0.0020815964352782442
pixel_113,0.15252038998431636,0.0022492259121034298
pixel_243,0.15250552303077405,0.002277779795071679
pixel_29,0.142647518602475,0.002101504325562557
policy_time_scale,0.1378877021748829,0.0027256012518733475
pixel_59,0.13785610514794447,0.0015638655864417192
policy_base_success,0.1204596065775303,0.002381026928834752
pixel_272,0.12000039828157183,0.001680211225830664
robot_fragility,0.11557049889486785,0.002281568382151528
severity=action_noise_std,0.09741942269907859,0.0017309511332451464
severity=speed_cap_scale,0.07696850162007186,0.0008675321518654366
severity=calibration_offset_mm,0.0715475599009505,0.00135230774457228
pixel_248,0.07094242688293637,0.0009597540402581043
pixel_256,0.07066084198159223,0.0010553705529536524
pixel_259,0.06640144543047889,0.0009297348542241917
pixel_261,0.06598544541315127,0.0008683065177301085
pixel_174,0.06385890116622082,0.0009668491712900205
pixel_226,0.06382050032761037,0.0009243104319153248
pixel_129,0.05836474486935016,0.0008758426895369379
pixel_239,0.05102376024314558,0.0006844500491250802
policy=nominal,0.050073719282334825,0.0009906600422589379
severity=controller_rate_scale,0.048328720987445284,0.0007086671635065117
policy=domain_randomization,0.046794362623855675,0.0009248172288097846
robot=franka_panda,0.04482751318987729,0.0008702102575478013
pixel_126,0.04475381949928553,0.0006149996154101185
severity=latency_ms,0.03978090433911542,0.0005793069593122793
robot=ur5e,0.03921980380456131,0.0007911267077605088
robot=xarm6,0.037612369690229276,0.0006939811366709231
task_difficulty,0.03654100005074263,0.0006204003045538877
pixel_107,0.03599926206723732,0.00036123038520299156
pixel_237,0.03525445436896669,0.00046360281463911335
policy=bodyshield,0.03482816053992375,0.0007014675294999972
severity=acceleration_cap_scale,0.030645862014535553,0.00038723252798546605
pixel_118,0.030596265990274,0.0004126142079846945
severity=joint_range_scale,0.029478191166195607,0.0004281459778552648
pixel_20,0.027516985493729863,0.0002744532265926846
pixel_244,0.02741387847544238,0.00040944601385524225
robot=aloha_single_arm,0.024123093687753044,0.0004879095020251987
pixel_202,0.02255155226873103,0.00029822046369335983
pixel_271,0.021570864233890905,0.000302028774925947
pixel_139,0.01985647438024855,0.0002657672131024436
pixel_17,0.01563737950304884,0.0001883476009732493
robot=widowx250_like,0.015314129055780992,0.0002743505111102441
robot=so101_urdf,0.014428394844562317,0.0002546253290922968
pixel_140,0.013577453675002859,0.00021339620625569644
pixel_86,0.00929642659523054,0.00014816691699253361
severity=gripper_limit_scale,0.008509127987328766,0.00016015715242182152
pixel_75,0.007761422398479651,0.00010606458765316772
pixel_45,0.0076368966573044875,0.000112261870337723
pixel_187,0.0059868810447122525,9.064376102596747e-05
pixel_163,0.005013015739428715,7.589905283114613e-05
pixel_46,0.004761680555727918,7.20075647644058e-05
pixel_227,0.004249017708663214,5.70073705092811e-05
pixel_52,0.004205215757389062,5.4544060989827485e-05
pixel_122,0.0035995971313899046,6.058311570404887e-05
pixel_125,0.0028598938228421413,4.352334691224367e-05
pixel_7,0.002463515430536295,2.2162608978106314e-05
pixel_224,0.0021642778918050058,2.8171987904997463e-05
pixel_215,0.0019927545316759006,2.6351622967919555e-05
pixel_6,0.0018318495280501906,1.3535508932514484e-05
pixel_186,0.0009560585718456885,1.4475107166238787e-05
pixel_162,0.0008005398191060291,1.2120491373240702e-05
policy_nominal_penalty,0.0007794877204084256,1.5419390130496182e-05
pixel_250,0.0007756871632646143,1.1825944980731606e-05
pixel_201,0.000731573985019446,9.593488570706066e-06
pixel_235,0.0006696968556740191,8.771209677390118e-06
pixel_97,0.0006338382367273547,6.689530764490864e-06
pixel_47,0.0006335556768305768,7.1276600668477615e-06
pixel_33,0.0005612033345759061,4.6564213350093335e-06
pixel_40,0.0005328928792612264,8.222400592546734e-06
pixel_109,0.00048362405885359245,5.08394303705147e-06
pixel_176,0.00046997878696721147,7.1156658258736555e-06
pixel_254,0.00041042474933724113,6.12998914965276e-06
pixel_212,0.0003874823734325761,4.467995116061607e-06
pixel_130,0.00036143605984539386,5.243811099536044e-06
pixel_141,0.000337898595802908,5.486839301869072e-06
pixel_267,0.00019016333167619942,2.8402262819695544e-06
pixel_135,0.00016534195589004122,2.5619557420255422e-06
pixel_63,0.0001642104195159763,2.418183042204177e-06
pixel_242,0.0001592301179281832,2.3782164617855064e-06
pixel_138,0.00015759783912350746,2.3956055036605465e-06
pixel_203,0.00013098795460508207,1.7322186930431657e-06
pixel_136,0.00012890775586939964,1.9500949917373e-06
pixel_273,0.00012538663094064653,1.7633247777115256e-06
pixel_251,0.00011497908111423367,1.5423685287774939e-06
pixel_119,9.606248228414723e-05,1.1399619050879484e-06
pixel_8,8.315955968134267e-05,8.76558348141674e-07
pixel_262,6.119286458148538e-05,8.040230641834655e-07
pixel_28,5.1456404326139786e-05,9.026017123054235e-07
pixel_247,4.193858769152406e-05,6.986131552363768e-07
pixel_268,3.41831191520495e-05,5.105494974200361e-07
pixel_74,2.9826361794813776e-05,4.265728575323285e-07
pixel_21,1.9991452653612156e-05,2.718123975689691e-07
pixel_5,1.5700658024866386e-05,1.5524460666097913e-07
pixel_231,1.1104571455779241e-05,1.6585477032087084e-07
pixel_85,1.0645966436187695e-05,1.6167882697844914e-07
pixel_284,7.316397695702329e-06,1.0244200736461854e-07
pixel_188,7.036250845120643e-06,1.0653163749494624e-07
pixel_121,6.610115622405556e-06,1.0805466460517056e-07
pixel_164,5.8916881786952116e-06,8.920250316000516e-08
pixel_134,5.642549453014666e-06,9.316354035345205e-08
pixel_223,4.126978876488513e-06,5.405199094141326e-08
pixel_34,3.982281010396015e-06,5.874648066716421e-08
pixel_51,3.829743786427315e-06,5.6859537568907875e-08
pixel_16,2.5376665129382054e-06,3.708874928822252e-08
pixel_257,2.3839013232354883e-06,3.56052827731793e-08
pixel_258,2.2402005407436145e-06,3.136661643847156e-08
pixel_232,1.996120313294917e-06,2.9813494146505613e-08
pixel_173,1.9139468251676028e-06,2.897791643807155e-08
pixel_137,1.3270893310019746e-06,2.3796913527684033e-08
pixel_283,1.315170974283406e-06,1.8414629742926626e-08
pixel_245,9.248684194039138e-07,1.3813575777167151e-08
pixel_270,7.277412835374323e-07,1.0189615302517458e-08
pixel_142,3.503073372204102e-07,5.965104038792072e-09
pixel_131,2.9276500606155186e-07,3.8906549066757586e-09
pixel_190,2.782128912729049e-07,3.6791596791008722e-09
pixel_266,1.9854841402878488e-07,2.9654635244211536e-09
pixel_35,1.6912721219139769e-07,2.3759405915751888e-09
pixel_39,1.3779729767857677e-07,1.9649873637649643e-09
pixel_200,7.284955496043483e-08,8.699782763163454e-10
pixel_96,5.503010827851293e-08,8.249599948698824e-10
pixel_9,5.036560459505148e-08,8.141787043764852e-10
pixel_62,4.89309534845776e-08,6.681486554579443e-10
pixel_108,4.093794506069963e-08,6.193854488804521e-10
pixel_185,2.865450602567184e-08,4.3384062204102597e-10
pixel_161,2.3993376291014666e-08,3.632692633262347e-10
pixel_73,2.012341764693166e-08,3.35978139159374e-10
pixel_199,1.682240860828327e-08,2.546979397978919e-10
pixel_151,1.1794651725921378e-08,1.7857571988568165e-10
pixel_230,1.159421762108641e-08,1.7316798835994517e-10
pixel_133,1.0034701168982139e-08,1.678486355692882e-10
pixel_189,8.98949479281238e-09,1.1888401811011866e-10
pixel_285,7.639008209331308e-09,1.0695915686726961e-10
pixel_4,7.148433444728136e-09,9.393780887821988e-11
pixel_27,2.9408190047599842e-09,5.219458924252128e-11
pixel_198,2.6864088770528684e-09,4.067329924419633e-11
pixel_274,2.1912315746195976e-09,2.887369533681583e-11
pixel_84,2.1600365607558205e-09,3.2599984798797053e-11
pixel_150,1.883514604740512e-09,2.8517160512534883e-11
pixel_191,1.6159651249536564e-09,2.1369944815323867e-11
pixel_22,1.3458805295356512e-09,2.2624813720272754e-11
pixel_246,1.2936172399509416e-09,1.8141501329297182e-11
