step,score,nominal_penalty
0,0.7500033420938327,0.008861729551917262
1,0.773025296579262,0.009136925557618091
2,0.7462331296211565,0.00837312186258311
3,0.7138763174095096,0.008187937524091447
4,0.7364450950632864,0.00859809873427236
5,0.7497538508890811,0.008494410789807977
6,0.6996334358527673,0.008224140087510908
7,0.7143971018589215,0.008486534250139843
8,0.734661362129479,0.00855847169613379
9,0.6925361981490343,0.008204608447883063
10,0.751186549625897,0.00841186462491553
11,0.7100226813419328,0.008474944589915868
12,0.7049147736078234,0.007954527843531116
13,0.6734001450511222,0.007889956120411802
14,0.7467640254968034,0.008469490063932581
15,0.7006417510199708,0.008593551029155117
16,0.7437332369761291,0.008370974763129478
17,0.6899431644177971,0.008279568786913572
18,0.734034722832946,0.00859125762679317
19,0.6846927822017664,0.00793007025038676
20,0.6654244671919197,0.0075820847330333035
21,0.6851250544993139,0.008213195728006962
22,0.7030313792414598,0.008122415170802746
23,0.7371443842086468,0.008005172969919186
24,0.7214689013610146,0.008121972779705828
25,0.7418736909355169,0.008061895575375469
26,0.7223777063156119,0.008695873687761367
27,0.7204440161281925,0.008083963150432711
28,0.754386319243107,0.008702186566431111
29,0.7508990724400708,0.008804265484297556
30,0.745373622095939,0.008598986652646872
31,0.6847850885612383,0.007869657346662545
32,0.6901415800722572,0.007882684269140714
33,0.687239847553939,0.007881620349790978
34,0.7531649684561913,0.009022059447602149
35,0.7563601685447162,0.008510914819960342
36,0.7244529112905426,0.008263202760573577
37,0.6863772742592843,0.008168800528599012
38,0.7078313533959797,0.008551503508978781
39,0.757424420631143,0.008654444519994989
40,0.7056393566821824,0.00774858064206542
41,0.7221311214369994,0.008270428402868821
42,0.7471225689324379,0.008441478494098686
43,0.7462717191535982,0.008494188356605764
44,0.7449450956566959,0.00824094400893882
45,0.6904971771468272,0.00791359992059628
46,0.6848775842821182,0.007805457214778549
47,0.7141617523100399,0.008729239513487355
48,0.7103121842609417,0.008042029066879326
49,0.6845528983007182,0.00804917684277846
50,0.7257646490142241,0.007921305429802912
51,0.6998561264995053,0.008234612867035359
52,0.6932928320966387,0.008250500924367984
53,0.6859718094489696,0.00824238244917897
54,0.7483308131970461,0.008383736059077319
55,0.7468059775295594,0.008523306551669201
56,0.6692895821602284,0.007958356795431887
57,0.7462590912189071,0.008746747050427517
58,0.684382576798108,0.007884178323554562
59,0.6695760766406027,0.007585610045088734
60,0.7485221435232935,0.0081285581055573
61,0.7022418210406722,0.007842150615128194
62,0.6917762034236606,0.008225931526785805
63,0.6892487409751092,0.007882323354956852
64,0.6908000639942272,0.008105862972598476
65,0.7361172830189868,0.00801148247740592
66,0.7316000733456622,0.008177104515324518
67,0.6735895058551137,0.007674168612012776
68,0.6707166907139671,0.007987614292087507
69,0.693754764660899,0.007940421067734342
70,0.7733912044685487,0.00896162491474006
71,0.7441728394671431,0.008507496371424315
72,0.7505110892814546,0.008528214370906546
73,0.7654620813747945,0.008615515361250494
74,0.7501775476706488,0.008949046587023298
75,0.7496938242160195,0.008802087108180465
76,0.7202031318236928,0.008437363526143517
77,0.6947645560999312,0.008280306572803852
78,0.7467146561242679,0.00856402037178325
79,0.7529159411287808,0.008645463138670994
80,0.7069129308744582,0.008169953939406782
81,0.705940626302764,0.00797318823043431
82,0.7019917420558727,0.00837944459683144
83,0.7420506837857551,0.008093467142039651
84,0.7674946954986798,0.009034661454979165
85,0.6890239830304764,0.007913196533326946
86,0.7428939985390212,0.00819145779100445
87,0.719182269245616,0.008318900801964683
88,0.7619784158031631,0.008645969651025482
89,0.7229553047074562,0.008751048708017604
90,0.736246711877582,0.008101476734072507
91,0.751245625345676,0.00812320737219202
92,0.7483659482932943,0.008573891276970395
93,0.6816677840502001,0.007715747567426101
94,0.7743224856068709,0.009086002148295736
95,0.7045361453247978,0.008384236361187934
96,0.7088246861382721,0.008327705805985946
97,0.721181912059511,0.008504615952636086
98,0.7667881179455923,0.008880498231010715
99,0.663193886709929,0.00755083722999334
100,0.7067839054171304,0.008071891657391049
101,0.7339046052512868,0.008515037831406145
102,0.6835343710109724,0.007884008351980533
103,0.7070916415630881,0.008167168738235323
104,0.7022249401012072,0.00817976940442871
105,0.7303392169510843,0.008394232406884321
106,0.7327812741059206,0.008660232167300306
107,0.7424968252954763,0.008099208376185652
108,0.7599759068876847,0.008517576532019719
109,0.7514033754415125,0.008539634026891688
110,0.7231664556978004,0.008099457472561952
111,0.731728303273961,0.008291077377923112
112,0.7579534130085346,0.008788882686450313
113,0.7047984711404581,0.008494862905124544
114,0.769869274257778,0.008864514844441528
115,0.7420278200764377,0.008550741328386034
116,0.73365343000854,0.008181399829200107
117,0.7269236875092624,0.007954821243323076
118,0.7301095375289809,0.008523535134665711
119,0.7446751474210797,0.00828276586411953
120,0.6865157340874883,0.00807817539308857
121,0.7328093854237046,0.008098005811622849
122,0.7467614497308425,0.008521005383148046
123,0.6879040086531117,0.007991255509191005
124,0.7207102704122135,0.00811602032715903
125,0.7513093949307267,0.008633529956893747
126,0.7342565596437565,0.008618807124869225
127,0.7377689542247721,0.008906629790270923
128,0.7253740747184609,0.008589934202209779
129,0.6876307231783942,0.00809982214639985
130,0.6909298723487196,0.008188267311322439
131,0.7332152497479187,0.00801643361305247
132,0.753977059318694,0.008851670768979473
133,0.7304477874387464,0.008008536939355692
134,0.683179830583425,0.007831959760072204
135,0.7339057798764643,0.008491545327856037
136,0.7388799981737908,0.008114322238468447
137,0.7312823787067229,0.008280997294111258
138,0.7083438835084762,0.008122329830475648
139,0.6898027784196927,0.008408717320429745
140,0.7226377645731411,0.007958994251460159
141,0.6852852897219073,0.007687062704709948
142,0.6715168316050726,0.00805622504140582
143,0.7323865357515645,0.00851928496870924
144,0.7499575283013613,0.00888514825848578
145,0.7779883001677094,0.008983996645813248
146,0.7361727220704607,0.008688415733642624
147,0.6919182333160825,0.008063905106920923
148,0.7482009285920388,0.008302856730651995
149,0.7330268073840153,0.008213852319691758
150,0.724191815210921,0.008127981495862063
151,0.7546071721127611,0.008749414887633318
152,0.759967410722229,0.008687499841133628
153,0.7311904257549426,0.008334342044001936
154,0.7460961941119889,0.00843326061736444
155,0.6841641775161401,0.007787878248626934
156,0.7315609818465045,0.00806607735562142
157,0.6658636250798146,0.007727498403709082
158,0.7340432019814941,0.00842167465583235
159,0.68803431388141,0.008063722371797359
