method_id,task_id,robot_id,threshold,threshold_value,nominal_success,breaking_cost,breaking_success_rate,trials,notes,perturbation
nominal,pull_ring,franka_panda,relative_drop_20,0.6880000000000001,0.86,0.7446712151556133,0.6879614354151455,150,found_break,joint_range_scale=0.7046142578125;speed_cap_scale=0.75384521484375
nominal,pull_ring,franka_panda,relative_drop_30,0.602,0.86,0.977061168032533,0.6083125251005113,150,no_break_found_returned_lowest_success,joint_range_scale=0.7;acceleration_cap_scale=0.5
nominal,pull_ring,widowx250_like,absolute_50,0.5,0.9,0.7476255269439818,0.49992595573502285,150,found_break,joint_range_scale=0.7034423828124999;speed_cap_scale=0.75286865234375
nominal,pull_ring,widowx250_like,relative_drop_20,0.7200000000000001,0.9,0.3015919290797102,0.7199673902828834,150,found_break,action_noise_std=0.00423583984375;joint_range_scale=0.8729248046875
nominal,pull_ring,widowx250_like,relative_drop_30,0.63,0.9,0.4851910194770927,0.6299498551027218,150,found_break,joint_range_scale=0.851025390625;acceleration_cap_scale=0.751708984375
nominal,pull_ring,so101_urdf,absolute_50,0.5,0.78,0.6918362407707475,0.4999185561464922,150,found_break,action_noise_std=0.009716796875000001;joint_range_scale=0.70849609375
nominal,pull_ring,so101_urdf,relative_drop_20,0.6240000000000001,0.78,0.43516730023029576,0.6239467628194919,149,found_break,joint_range_scale=0.851318359375;calibration_offset_mm=9.912109375
nominal,pull_ring,so101_urdf,relative_drop_30,0.5459999999999999,0.78,0.6305923342890186,0.5459804540347628,150,found_break,action_noise_std=0.0046484375;joint_range_scale=0.72109375
nominal,constrained_place,franka_panda,absolute_50,0.5,0.88,0.8274332682291667,0.4999316860569602,150,found_break,joint_range_scale=0.7021240234374999;camera_shift_px=39.716796875
nominal,constrained_place,franka_panda,relative_drop_20,0.7040000000000001,0.88,0.2938168668455947,0.7039653151913698,150,found_break,action_noise_std=0.004710693359375;calibration_offset_mm=9.42138671875
nominal,constrained_place,franka_panda,relative_drop_30,0.616,0.88,0.545507116060937,0.6159782053527936,149,found_break,calibration_offset_mm=9.47265625;camera_shift_px=37.890625
nominal,constrained_place,widowx250_like,absolute_50,0.5,0.9,0.3845764219769214,0.4999878589621693,150,found_break,joint_range_scale=0.868603515625;calibration_offset_mm=8.759765625
nominal,constrained_place,widowx250_like,relative_drop_20,0.7200000000000001,0.9,0.10130745477573043,0.7199833918862861,149,found_break,action_noise_std=0.00266845703125;calibration_offset_mm=2.66845703125
nominal,constrained_place,widowx250_like,relative_drop_30,0.63,0.9,0.25053960845891493,0.6299782315264765,150,found_break,action_noise_std=0.008701171875;calibration_offset_mm=4.3505859375
nominal,constrained_place,so101_urdf,absolute_50,0.5,0.74,0.34716153213463063,0.4999333374306082,150,found_break,joint_range_scale=0.85640869140625;calibration_offset_mm=4.786376953125
nominal,constrained_place,so101_urdf,relative_drop_20,0.592,0.74,0.24041679599592844,0.5919623520859544,149,found_break,action_noise_std=0.008349609375;calibration_offset_mm=4.1748046875
nominal,constrained_place,so101_urdf,relative_drop_30,0.518,0.74,0.2950350761924539,0.5179738823120438,150,found_break,action_noise_std=0.004730224609375;calibration_offset_mm=9.46044921875
nominal,tool_push,franka_panda,absolute_50,0.5,0.94,1.0,0.7069094751236822,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
nominal,tool_push,franka_panda,relative_drop_20,0.752,0.94,0.7193492330958828,0.7519657820806955,150,found_break,speed_cap_scale=0.532470703125;calibration_offset_mm=9.3505859375
nominal,tool_push,franka_panda,relative_drop_30,0.6579999999999999,0.94,1.0,0.7069094751236822,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
nominal,tool_push,widowx250_like,absolute_50,0.5,0.88,1.0,0.5046252996877741,150,no_break_found_returned_lowest_success,physical_gripper_restriction_mm=20
nominal,tool_push,widowx250_like,relative_drop_20,0.7040000000000001,0.88,0.4236986053720096,0.7039696431266378,150,found_break,gripper_limit_scale=0.806982421875;calibration_offset_mm=9.65087890625
nominal,tool_push,widowx250_like,relative_drop_30,0.616,0.88,0.7347504438305728,0.6159702918455182,150,found_break,speed_cap_scale=0.5224609375;calibration_offset_mm=9.55078125
nominal,tool_push,so101_urdf,absolute_50,0.5,0.86,0.79833984375,0.4998898531972011,150,found_break,calibration_offset_mm=27.94189453125
nominal,tool_push,so101_urdf,relative_drop_20,0.6880000000000001,0.86,0.31011041685983604,0.6879720461799727,150,found_break,action_noise_std=0.0049719238281250005;calibration_offset_mm=9.94384765625
nominal,tool_push,so101_urdf,relative_drop_30,0.602,0.86,0.6675842775554998,0.6019660194183011,150,found_break,joint_range_scale=0.723876953125;calibration_offset_mm=9.2041015625
nominal,rotate_object,franka_panda,absolute_50,0.5,0.84,1.0,0.5946002614550316,150,no_break_found_returned_lowest_success,action_noise_std=0.04
nominal,rotate_object,franka_panda,relative_drop_20,0.672,0.84,0.5900211363108647,0.671964448792744,150,found_break,action_noise_std=0.004349365234375;gripper_limit_scale=0.65205078125
nominal,rotate_object,franka_panda,relative_drop_30,0.588,0.84,1.0,0.5946002614550316,150,no_break_found_returned_lowest_success,action_noise_std=0.04
nominal,rotate_object,widowx250_like,absolute_50,0.5,0.92,0.5787605589128466,0.49998487900954613,150,found_break,action_noise_std=0.004266357421875;gripper_limit_scale=0.65869140625
nominal,rotate_object,widowx250_like,relative_drop_20,0.7360000000000001,0.92,0.12364514608492626,0.7359956307964525,150,found_break,action_noise_std=0.0032568359375;calibration_offset_mm=3.2568359375
nominal,rotate_object,widowx250_like,relative_drop_30,0.644,0.92,0.2848446951390357,0.643973156815638,150,found_break,action_noise_std=0.009892578125;calibration_offset_mm=4.9462890625
nominal,rotate_object,so101_urdf,absolute_50,0.5,0.86,0.4283075201281433,0.49999987089018033,150,found_break,gripper_limit_scale=0.8048828125;calibration_offset_mm=9.755859375
nominal,rotate_object,so101_urdf,relative_drop_20,0.6880000000000001,0.86,0.15423202630083754,0.6879795138818583,149,found_break,action_noise_std=0.0040625;calibration_offset_mm=4.0625
nominal,rotate_object,so101_urdf,relative_drop_30,0.602,0.86,0.2810486404654158,0.601998000558095,150,found_break,action_noise_std=0.009760742187500001;calibration_offset_mm=4.88037109375
random_tuning,push_block,franka_panda,absolute_50,0.5,1.0,1.0,0.7336310507722383,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
random_tuning,push_block,franka_panda,relative_drop_20,0.8,1.0,0.3662083749486834,0.7999925033079588,150,found_break,action_noise_std=0.00964599609375;calibration_offset_mm=9.64599609375
random_tuning,push_block,franka_panda,relative_drop_30,0.7,1.0,1.0,0.7336310507722383,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
random_tuning,push_block,widowx250_like,absolute_50,0.5,0.78,1.0,0.577896187387944,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
random_tuning,push_block,widowx250_like,relative_drop_20,0.6240000000000001,0.78,0.996337890625,0.6239989452433276,150,found_break,action_noise_std=0.039853515625
random_tuning,push_block,widowx250_like,relative_drop_30,0.5459999999999999,0.78,1.0,0.577896187387944,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
random_tuning,push_block,so101_urdf,absolute_50,0.5,0.84,0.905517578125,0.4999539793268468,150,found_break,calibration_offset_mm=31.693115234375
random_tuning,push_block,so101_urdf,relative_drop_20,0.672,0.84,0.34489024631335125,0.6719670966410604,150,found_break,action_noise_std=0.00908447265625;calibration_offset_mm=9.08447265625
random_tuning,push_block,so101_urdf,relative_drop_30,0.588,0.84,0.9682617187500001,0.5879771526572023,150,found_break,action_noise_std=0.038730468750000004
random_tuning,press_button,franka_panda,absolute_50,0.5,0.88,1.0,0.6113187219981862,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
random_tuning,press_button,franka_panda,relative_drop_20,0.7040000000000001,0.88,0.7145099628478625,0.7039585025578893,150,found_break,joint_range_scale=0.7044677734375;calibration_offset_mm=9.85107421875
random_tuning,press_button,franka_panda,relative_drop_30,0.616,0.88,0.986328125,0.6159556286182376,150,found_break,calibration_offset_mm=34.521484375
random_tuning,press_button,widowx250_like,absolute_50,0.5,0.68,0.822509765625,0.4999853221836198,150,found_break,calibration_offset_mm=28.787841796875
random_tuning,press_button,widowx250_like,relative_drop_20,0.544,0.68,0.9316406250000001,0.5439972322018709,150,found_break,action_noise_std=0.037265625000000004
random_tuning,press_button,widowx250_like,relative_drop_30,0.476,0.68,0.871826171875,0.47591419633852783,150,found_break,calibration_offset_mm=30.513916015625
random_tuning,press_button,so101_urdf,absolute_50,0.5,0.84,0.6776777268448005,0.49998905162995516,149,found_break,joint_range_scale=0.7197021484374999;calibration_offset_mm=9.34326171875
random_tuning,press_button,so101_urdf,relative_drop_20,0.672,0.84,0.24041679599592844,0.6719651441574047,150,found_break,action_noise_std=0.008349609375;calibration_offset_mm=4.1748046875
random_tuning,press_button,so101_urdf,relative_drop_30,0.588,0.84,0.3376606200804995,0.5879960504338663,150,found_break,action_noise_std=0.00889404296875;calibration_offset_mm=8.89404296875
random_tuning,slide_track,franka_panda,absolute_50,0.5,0.8,1.0101525445522108,0.6651694064848925,150,no_break_found_returned_lowest_success,speed_cap_scale=0.5;acceleration_cap_scale=0.5
random_tuning,slide_track,franka_panda,relative_drop_20,0.6400000000000001,0.8,1.0101525445522108,0.6651694064848925,150,no_break_found_returned_lowest_success,speed_cap_scale=0.5;acceleration_cap_scale=0.5
random_tuning,slide_track,franka_panda,relative_drop_30,0.5599999999999999,0.8,1.0101525445522108,0.6651694064848925,150,no_break_found_returned_lowest_success,speed_cap_scale=0.5;acceleration_cap_scale=0.5
random_tuning,slide_track,widowx250_like,absolute_50,0.5,0.88,1.0101525445522108,0.5200009386031835,150,no_break_found_returned_lowest_success,speed_cap_scale=0.5;acceleration_cap_scale=0.5
random_tuning,slide_track,widowx250_like,relative_drop_20,0.7040000000000001,0.88,0.27009358309445003,0.7039824197109044,150,found_break,latency_ms=35.95703125;action_noise_std=0.0089892578125
random_tuning,slide_track,widowx250_like,relative_drop_30,0.616,0.88,0.7098351704121382,0.6159893357204822,150,found_break,latency_ms=38.7109375;acceleration_cap_scale=0.51611328125
random_tuning,slide_track,so101_urdf,absolute_50,0.5,0.9,0.9665527343750001,0.49996866809522184,150,found_break,action_noise_std=0.038662109375
random_tuning,slide_track,so101_urdf,relative_drop_20,0.7200000000000001,0.9,0.17823809289453763,0.7199843129669827,150,found_break,action_noise_std=0.00469482421875;calibration_offset_mm=4.69482421875
random_tuning,slide_track,so101_urdf,relative_drop_30,0.63,0.9,0.3846232096354167,0.629983631004177,150,found_break,latency_ms=73.84765625;action_noise_std=0.00923095703125
random_tuning,pick_place_bin,franka_panda,absolute_50,0.5,0.78,0.7948045948688635,0.4999730599007904,150,found_break,joint_range_scale=0.7470947265625;gripper_limit_scale=0.66279296875
random_tuning,pick_place_bin,franka_panda,relative_drop_20,0.6240000000000001,0.78,0.5800923560866135,0.6239691813732194,150,found_break,gripper_limit_scale=0.8069335937500001;camera_shift_px=38.61328125
random_tuning,pick_place_bin,franka_panda,relative_drop_30,0.5459999999999999,0.78,0.7123850261553781,0.5459987958207441,150,found_break,gripper_limit_scale=0.60712890625;calibration_offset_mm=9.82177734375
random_tuning,pick_place_bin,widowx250_like,absolute_50,0.5,0.78,0.43204408472888994,0.4999811827173786,150,found_break,joint_range_scale=0.8625244140624999;gripper_limit_scale=0.8166992187500001
random_tuning,pick_place_bin,widowx250_like,relative_drop_20,0.6240000000000001,0.78,0.25552745576205993,0.6239827416598565,150,found_break,action_noise_std=0.0035888671875000003;gripper_limit_scale=0.8564453125
random_tuning,pick_place_bin,widowx250_like,relative_drop_30,0.5459999999999999,0.78,0.39571126302083337,0.5459852953749474,150,found_break,action_noise_std=0.0094970703125;gripper_limit_scale=0.81005859375
random_tuning,pick_place_bin,so101_urdf,absolute_50,0.5,0.78,0.40654915511662854,0.49994141634890316,150,found_break,gripper_limit_scale=0.814794921875;calibration_offset_mm=9.26025390625
random_tuning,pick_place_bin,so101_urdf,relative_drop_20,0.6240000000000001,0.78,0.28186318762953916,0.6239989484556535,150,found_break,action_noise_std=0.00451904296875;calibration_offset_mm=9.0380859375
random_tuning,pick_place_bin,so101_urdf,relative_drop_30,0.5459999999999999,0.78,0.3452136734998532,0.5459594356250281,150,found_break,gripper_limit_scale=0.8096191406250001;calibration_offset_mm=4.759521484375
random_tuning,pull_ring,franka_panda,absolute_50,0.5,0.8,0.977061168032533,0.5908444152682235,150,no_break_found_returned_lowest_success,joint_range_scale=0.7;acceleration_cap_scale=0.5
random_tuning,pull_ring,franka_panda,relative_drop_20,0.6400000000000001,0.8,0.9395865497407186,0.6399622227686814,150,found_break,joint_range_scale=0.7010253906249999;gripper_limit_scale=0.6013671875
random_tuning,pull_ring,franka_panda,relative_drop_30,0.5599999999999999,0.8,0.977061168032533,0.5908444152682235,150,no_break_found_returned_lowest_success,joint_range_scale=0.7;acceleration_cap_scale=0.5
random_tuning,pull_ring,widowx250_like,absolute_50,0.5,0.82,0.7563038178223139,0.49995534630231175,150,found_break,joint_range_scale=0.7;speed_cap_scale=0.75
random_tuning,pull_ring,widowx250_like,relative_drop_20,0.656,0.82,0.39164225260416663,0.655977587102145,149,found_break,action_noise_std=0.0093994140625;joint_range_scale=0.8590087890625
random_tuning,pull_ring,widowx250_like,relative_drop_30,0.574,0.82,0.6406937346019468,0.5739818822011133,150,found_break,action_noise_std=0.004722900390625;joint_range_scale=0.7166259765624999
random_tuning,pull_ring,so101_urdf,absolute_50,0.5,0.86,0.710609686500205,0.4999821785767521,150,found_break,action_noise_std=0.00998046875;joint_range_scale=0.7005859375
random_tuning,pull_ring,so101_urdf,relative_drop_20,0.6880000000000001,0.86,0.23119150759424473,0.6879914654575495,150,found_break,action_noise_std=0.0032470703125;joint_range_scale=0.902587890625
random_tuning,pull_ring,so101_urdf,relative_drop_30,0.602,0.86,0.4137481923711983,0.6019591507888957,150,found_break,joint_range_scale=0.87296142578125;speed_cap_scale=0.78826904296875
random_tuning,constrained_place,franka_panda,absolute_50,0.5,0.74,0.8231608072916667,0.4999318839639407,150,found_break,joint_range_scale=0.703662109375;camera_shift_px=39.51171875
random_tuning,constrained_place,franka_panda,relative_drop_20,0.592,0.74,0.565190362516744,0.5919929811190338,150,found_break,calibration_offset_mm=9.814453125;camera_shift_px=39.2578125
random_tuning,constrained_place,franka_panda,relative_drop_30,0.518,0.74,0.7205306168099016,0.5179934298955833,150,found_break,joint_range_scale=0.7019775390624999;calibration_offset_mm=9.93408203125
random_tuning,constrained_place,widowx250_like,absolute_50,0.5,0.8,0.39400861961738115,0.49993546061294436,150,found_break,joint_range_scale=0.865380859375;calibration_offset_mm=8.974609375
random_tuning,constrained_place,widowx250_like,relative_drop_20,0.6400000000000001,0.8,0.18185290601096352,0.6399820849197679,150,found_break,action_noise_std=0.0047900390625;calibration_offset_mm=4.7900390625
random_tuning,constrained_place,widowx250_like,relative_drop_30,0.5599999999999999,0.8,0.32476115783469134,0.5599621051804818,150,found_break,joint_range_scale=0.865673828125;calibration_offset_mm=4.4775390625
random_tuning,constrained_place,so101_urdf,absolute_50,0.5,0.76,0.3503489371733572,0.49998272665172094,150,found_break,joint_range_scale=0.85509033203125;calibration_offset_mm=4.830322265625
random_tuning,constrained_place,so101_urdf,relative_drop_20,0.6080000000000001,0.76,0.178516155441955,0.6079823977050328,150,found_break,action_noise_std=0.0047021484375;calibration_offset_mm=4.7021484375
random_tuning,constrained_place,so101_urdf,relative_drop_30,0.5319999999999999,0.76,0.2890201675423368,0.5319775397693964,150,found_break,action_noise_std=0.0046337890625;calibration_offset_mm=9.267578125
random_tuning,tool_push,franka_panda,absolute_50,0.5,0.82,1.0,0.5989509849956944,150,no_break_found_returned_lowest_success,tool_extension_cm=20
random_tuning,tool_push,franka_panda,relative_drop_20,0.656,0.82,0.814697265625,0.6559522023837155,150,found_break,tool_extension_cm=16.2939453125
random_tuning,tool_push,franka_panda,relative_drop_30,0.574,0.82,1.0,0.5989509849956944,150,no_break_found_returned_lowest_success,tool_extension_cm=20
random_tuning,tool_push,widowx250_like,absolute_50,0.5,0.82,0.816650390625,0.499899880987144,150,found_break,tool_extension_cm=16.3330078125
random_tuning,tool_push,widowx250_like,relative_drop_20,0.656,0.82,0.4578857421875,0.6559728567370825,150,found_break,tool_extension_cm=9.15771484375
random_tuning,tool_push,widowx250_like,relative_drop_30,0.574,0.82,0.9677580953876921,0.5739538887368377,150,found_break,joint_range_scale=0.7028564453124999;speed_cap_scale=0.5047607421875
random_tuning,tool_push,so101_urdf,absolute_50,0.5,0.82,0.893798828125,0.4999379510544649,150,found_break,calibration_offset_mm=31.282958984375
random_tuning,tool_push,so101_urdf,relative_drop_20,0.656,0.82,0.34961730961944665,0.6559715507637736,150,found_break,action_noise_std=0.009208984375;calibration_offset_mm=9.208984375
random_tuning,tool_push,so101_urdf,relative_drop_30,0.574,0.82,0.6295714436912269,0.5739544504715097,150,found_break,speed_cap_scale=0.5908203125;calibration_offset_mm=8.18359375
random_tuning,rotate_object,franka_panda,absolute_50,0.5,0.92,0.977061168032533,0.577917742179647,150,no_break_found_returned_lowest_success,gripper_limit_scale=0.6;acceleration_cap_scale=0.5
random_tuning,rotate_object,franka_panda,relative_drop_20,0.7360000000000001,0.92,0.20020673537906555,0.7359812724292562,150,found_break,action_noise_std=0.006953125;calibration_offset_mm=3.4765625
random_tuning,rotate_object,franka_panda,relative_drop_30,0.644,0.92,0.5843908476118559,0.6439737335701355,150,found_break,action_noise_std=0.004307861328125;gripper_limit_scale=0.6553710937499999
random_tuning,rotate_object,widowx250_like,absolute_50,0.5,0.76,0.5850532345176215,0.4999313041754844,150,found_break,action_noise_std=0.004312744140625;gripper_limit_scale=0.65498046875
random_tuning,rotate_object,widowx250_like,relative_drop_20,0.6080000000000001,0.76,0.3186270927971808,0.6079639271279823,150,found_break,action_noise_std=0.0044750976562500005;gripper_limit_scale=0.82099609375
random_tuning,rotate_object,widowx250_like,relative_drop_30,0.5319999999999999,0.76,0.5159993995915394,0.5319587643032069,150,found_break,action_noise_std=0.0038037109375;gripper_limit_scale=0.695703125
random_tuning,rotate_object,so101_urdf,absolute_50,0.5,0.68,0.5583921615605492,0.49995258309807966,150,found_break,action_noise_std=0.0041162109375;gripper_limit_scale=0.670703125
random_tuning,rotate_object,so101_urdf,relative_drop_20,0.544,0.68,0.3556419981468231,0.543962556183216,150,found_break,action_noise_std=0.00936767578125;calibration_offset_mm=9.36767578125
random_tuning,rotate_object,so101_urdf,relative_drop_30,0.476,0.68,0.610555130389604,0.47598816625887314,150,found_break,action_noise_std=0.004500732421875;gripper_limit_scale=0.63994140625
domain_randomization,push_block,franka_panda,absolute_50,0.5,0.92,1.0,0.762865197921398,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
domain_randomization,push_block,franka_panda,relative_drop_20,0.7360000000000001,0.92,1.0,0.762865197921398,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
domain_randomization,push_block,franka_panda,relative_drop_30,0.644,0.92,1.0,0.762865197921398,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
domain_randomization,push_block,widowx250_like,absolute_50,0.5,0.8,1.0,0.6111865885882175,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
domain_randomization,push_block,widowx250_like,relative_drop_20,0.6400000000000001,0.8,0.91259765625,0.6399428960780472,150,found_break,calibration_offset_mm=31.94091796875
domain_randomization,push_block,widowx250_like,relative_drop_30,0.5599999999999999,0.8,1.0,0.6111865885882175,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
domain_randomization,push_block,so101_urdf,absolute_50,0.5,0.86,0.982421875,0.499998451902484,150,found_break,calibration_offset_mm=34.384765625
domain_randomization,push_block,so101_urdf,relative_drop_20,0.6880000000000001,0.86,0.3602763739371127,0.6879801992409799,150,found_break,action_noise_std=0.00948974609375;calibration_offset_mm=9.48974609375
domain_randomization,push_block,so101_urdf,relative_drop_30,0.602,0.86,0.9995117187499999,0.6019718915543159,150,found_break,action_noise_std=0.03998046875
domain_randomization,press_button,franka_panda,absolute_50,0.5,0.88,1.0,0.6457849101136185,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
domain_randomization,press_button,franka_panda,relative_drop_20,0.7040000000000001,0.88,0.80908203125,0.7039741335110821,150,found_break,calibration_offset_mm=28.31787109375
domain_randomization,press_button,franka_panda,relative_drop_30,0.616,0.88,1.0,0.6457849101136185,150,no_break_found_returned_lowest_success,calibration_offset_mm=35
domain_randomization,press_button,widowx250_like,absolute_50,0.5,0.88,0.89208984375,0.49999255339073245,150,found_break,calibration_offset_mm=31.22314453125
domain_randomization,press_button,widowx250_like,relative_drop_20,0.7040000000000001,0.88,0.2798074593567143,0.7039672291830926,150,found_break,action_noise_std=0.004486083984375;calibration_offset_mm=8.97216796875
domain_randomization,press_button,widowx250_like,relative_drop_30,0.616,0.88,0.6590845307855625,0.6159823908010932,150,found_break,joint_range_scale=0.7273925781249999;calibration_offset_mm=9.0869140625
domain_randomization,press_button,so101_urdf,absolute_50,0.5,0.88,0.974609375,0.4999668875813672,150,found_break,action_noise_std=0.038984375
domain_randomization,press_button,so101_urdf,relative_drop_20,0.7040000000000001,0.88,0.21988998183487254,0.7039627255074751,150,found_break,action_noise_std=0.00763671875;calibration_offset_mm=3.818359375
domain_randomization,press_button,so101_urdf,relative_drop_30,0.616,0.88,0.3333043068376273,0.6159415704887128,149,found_break,action_noise_std=0.008779296875;calibration_offset_mm=8.779296875
domain_randomization,slide_track,franka_panda,absolute_50,0.5,0.88,1.0101525445522108,0.7073886100948048,150,no_break_found_returned_lowest_success,speed_cap_scale=0.5;acceleration_cap_scale=0.5
