method_id,task_id,bucket,perturbation_family,split,seed,base_success,adapted_success,base_final_error,adapted_final_error,delta_final_error,base_path_length,adapted_path_length,mean_residual_norm,residual_scale,nominal_residual_scale,min_error_multiple
nominal,planar_reach_left,nominal,nominal,train_seen_or_nominal,0,True,True,0.08866214784414349,0.08866214784414349,0.0,0.21882336527669896,0.21882336527669896,0.0,1.0,0.0,2.0
nominal,planar_reach_left,nominal,nominal,train_seen_or_nominal,1,True,True,0.08866214784414349,0.08866214784414349,0.0,0.21882336527669896,0.21882336527669896,0.0,1.0,0.0,2.0
nominal,planar_reach_left,nominal,nominal,train_seen_or_nominal,2,True,True,0.08866214784414349,0.08866214784414349,0.0,0.21882336527669896,0.21882336527669896,0.0,1.0,0.0,2.0
nominal,planar_reach_left,seen,latency,train_seen_or_nominal,0,False,False,0.13892309031635078,0.13101993647725207,0.007903153839098703,0.1646986998323847,0.17034353139479205,0.006234103886784156,1.0,0.0,2.0
nominal,planar_reach_left,seen,latency,train_seen_or_nominal,1,False,False,0.13892309031635078,0.13101993647725207,0.007903153839098703,0.1646986998323847,0.17034353139479205,0.006234103886784156,1.0,0.0,2.0
nominal,planar_reach_left,seen,latency,train_seen_or_nominal,2,False,False,0.13892309031635078,0.13101993647725207,0.007903153839098703,0.1646986998323847,0.17034353139479205,0.006234103886784156,1.0,0.0,2.0
nominal,planar_reach_left,seen,action_noise,train_seen_or_nominal,0,False,False,0.1222178193385722,0.11818882403103519,0.004028995307537017,0.1974998686836698,0.19553165295635624,0.012346934797306329,1.0,0.0,2.0
nominal,planar_reach_left,seen,action_noise,train_seen_or_nominal,1,False,False,0.11935206598158651,0.12024732031920687,-0.0008952543376203603,0.1962332575823331,0.19135352917170492,0.011916234719051701,1.0,0.0,2.0
nominal,planar_reach_left,seen,action_noise,train_seen_or_nominal,2,True,True,0.07681832059272331,0.07747976458036132,-0.0006614439876380107,0.23258539779934054,0.22838670199317082,0.012565577427442496,1.0,0.0,2.0
nominal,planar_reach_left,seen,joint_range,train_seen_or_nominal,0,False,False,0.14491612224853176,0.13298424105523782,0.011931881193293942,0.15841832079990248,0.1684923852589867,0.005945026245624627,1.0,0.0,2.0
nominal,planar_reach_left,seen,joint_range,train_seen_or_nominal,1,False,False,0.14491612224853176,0.13298424105523782,0.011931881193293942,0.15841832079990248,0.1684923852589867,0.005945026245624627,1.0,0.0,2.0
nominal,planar_reach_left,seen,joint_range,train_seen_or_nominal,2,False,False,0.14491612224853176,0.13298424105523782,0.011931881193293942,0.15841832079990248,0.1684923852589867,0.005945026245624627,1.0,0.0,2.0
