method_id,mean_execution_time_s,mean_path_length_m,mean_retries,mean_tracking_error,mean_current_or_load,workspace_violation_rate,verifier_confidence
bodyshield,2.3611666666666675,0.4804520833333332,0.20149305555555555,0.0013672916666666666,0.016666666666666666,0.005486111111111111,0.8849999999999999
domain_randomization,2.213604166666667,0.4504229166666667,0.24959201388888888,0.0013672916666666666,0.016666666666666666,0.007135416666666667,0.8849999999999999
epec,2.487645833333333,0.5061874999999998,0.2593489583333333,0.0013672916666666666,0.016666666666666666,0.007335069444444444,0.8849999999999999
grid_worstcase,2.3611666666666675,0.4804520833333332,0.26309027777777777,0.0013672916666666666,0.016666666666666666,0.006866319444444445,0.8849999999999999
human_effect_prior,2.0238541666666676,0.4118166666666666,0.26944444444444443,0.0013672916666666666,0.016666666666666666,0.007170138888888889,0.8849999999999999
nominal,2.1081874999999997,0.4289749999999999,0.23997395833333332,0.0013672916666666666,0.016666666666666666,0.007048611111111111,0.8849999999999999
oracle,2.5298333333333334,0.5147687499999998,0.09184895833333333,0.0013672916666666666,0.016666666666666666,0.0020399305555555557,0.8849999999999999
random_tuning,2.276854166666667,0.46328958333333325,0.2766232638888889,0.0013672916666666666,0.016666666666666666,0.0072048611111111115,0.8849999999999999
robust_control,2.846041666666667,0.5791166666666667,0.28022569444444445,0.0013672916666666666,0.016666666666666666,0.007135416666666667,0.8849999999999999
sysid_retune,2.3190000000000004,0.47187083333333324,0.24987847222222223,0.0013672916666666666,0.016666666666666666,0.006710069444444445,0.8849999999999999
